"Title","Folder Name","File Type","Direct Link"
"17. Ghetto - Closest Thing To Heaven (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/11O9JBSMkjJJ73JYM_PlXtwunknxZeTXq/view?usp=drivesdk"
"12. Ghetto - Trapped In The System (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/137d5WO4DsjR9f3UdlfQWRqpvXvjzyZ4S/view?usp=drivesdk"
"14. Ghetto - Test (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/17bTT6FqYxA6Z9oDXVowPPxasms5FUg2i/view?usp=drivesdk"
"10. Ghetto - Merked (2000 & Life).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ArEL01rhngFKbDwo7ClZfXQj1X-ropnp/view?usp=drivesdk"
"16. Ghetto - Relationship Ft. Tension (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1IbNyCHEHLfBYEosRF2gnJUhnE8LT8arV/view?usp=drivesdk"
"11. Ghetto - Line of Work (2000 & Life).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1J6ZJ4Lfm7XtkinYv6dn16JMctG2voHNx/view?usp=drivesdk"
"11. Ghetto - State Of Mind Ft. Andrea Clarke (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1N6R63ZiF8mmODLzf1E4xMnalMRIVDwEE/view?usp=drivesdk"
"15. Ghetto - Wake Up (2000 & Life).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1P9LGXWVWCqoUpWcROZ3CtznnGxsr20P8/view?usp=drivesdk"
"Germz - Mission Riddim 2.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1QzTHXkTJtp0OiBJPRc3G1ogkWgPWga3m/view?usp=drivesdk"
"16. Ghetto - Poverty (2000 & Life).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ReYULNroGEVKfmuEvW2FLe1FBGxqMD08/view?usp=drivesdk"
"13. Ghetto - Who Don't (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Z2Nb1qLk-O0kp5JAgxFVUPydesSRFKT8/view?usp=drivesdk"
"10. Ghetto - Just Don't Know (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1eqKOlNfibHbT7cG62q5LMeAV6s8LI2nW/view?usp=drivesdk"
"12. Ghetto - Watcher (2000 & Life).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1fy1tffUsy4XU5MVXV7scAJGRsCdKfPsZ/view?usp=drivesdk"
"15. Ghetto - U & Me Ft. Wretch 32 & Scorcher (Ghetto Gospel).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1yXzspbxdN05EWgxDcWP7MX7PXPBizzqh/view?usp=drivesdk"
"13. Ghetto - Blow 4 Blow (2000 & Life).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1zs0JbJTkKQepMzD3sis4-4nhJ-87UF8p/view?usp=drivesdk"
"21. Gemma Fox - Not The Only One (S.K.I.T.Z Beatz Presents In The Zone).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1CAC2XrB8R94mFMlDsMv4i7DNrGslmpVt/view?usp=drivesdk"
"Garna & Hektik - Magic Circle [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/10agQwnxyV9Hn-D446bcs92qegXUHXlHA/view?usp=drivesdk"
"Fumin - Backslang.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/11x1TSdqUaxnZ5qsmsj41gMt8YjLeV-G_/view?usp=drivesdk"
"Fumin - Torch Riddim.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/13YXxwsHHGZCeoLhrVOCkc2diap8XhOAz/view?usp=drivesdk"
"Ftizzle ft Skandalous - Ghetto Kyote Remix.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/15IfP-o0c48t7TAkr_IvTBzPQ9mk-kyfM/view?usp=drivesdk"
"Fumin - War Ft. Tazz & Fader.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1LFd5dMqjKE2k2hFX4unrYFx4A6p_6Ute/view?usp=drivesdk"
"Ganja Man - 1 Ting.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1S-2EMxfguTKaUaNe80WxFiVy4LFRnlHE/view?usp=drivesdk"
"Fumin - Doin' it Well [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1SCBVZBQEVi_XMQl-syJ_NoXrMMhvTLir/view?usp=drivesdk"
"Fumin - Smashed.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1XBJ8ffcX1NBVgPYhL8nX4OTIEEibKgnu/view?usp=drivesdk"
"G-Dub - Jezebel [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1XJY2m86mTeFvaL5SU2_Z0UZBFB1QU1kG/view?usp=drivesdk"
"Ftizzle - Reflections.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ar-qbLewPUUzIV2PRX9BWzLI17wItpb3/view?usp=drivesdk"
"Fuda Guy - My Diary.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1nJrul2NKZVfnG3XcfckXZ7BXQSh4WfVf/view?usp=drivesdk"
"G-Dub Ft. Invincible & Raw Deal - Jezebel.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1roEnZ9rf7aGiugah6AXff8h5GX7obGAm/view?usp=drivesdk"
"18. Frisco Ft. Layz - Music Is My Life (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/137Vc8p5sa5vAFi-unnf4CLHBs3A-XdIB/view?usp=drivesdk"
"Ftizzle - Alecia.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/13_JCmGoZvW721p8jrlZQYcivwJhw-Bn1/view?usp=drivesdk"
"20. Frisco Ft. Layz & Cookie - Dont Push Me (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/14ijwy1RxkMWl8egq-2Gu4SReu9sG0lFP/view?usp=drivesdk"
"Frisco Ft. Cookie & Layz - Teamwork (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/17abl_vi3HG_dCbYahnU7zypyzPk6m_ke/view?usp=drivesdk"
"17. Frisco Ft. Skepta & Flowdan - Back Wid A Bang (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/18Otyz6Q4kABtMFpTfhWXObFah7Lakg8q/view?usp=drivesdk"
"22. Frisco Ft. Layz - Night Bus Freestyle (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1T_DISjM5JMtaYxReeiqCiSR_Kqs_J5Us/view?usp=drivesdk"
"14. Frisco Ft. Impulse & Dimples - Hustle Hard Remix (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1W-iVlRrotfxK5dJAyrtDWZSoNZq67Pgs/view?usp=drivesdk"
"Ftizzle - Acoustic Jam [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Xd1VkXSNVXIgK_JVa_ZVaOYOBI7aYhqu/view?usp=drivesdk"
"10. Frisco Ft. Skepta & Trim - Ayia Napa Story (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1fLgG5B0HER6l_FdGAin9UjFP7NHTDRRc/view?usp=drivesdk"
"Frisco - Time Is Right (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1gXzLtRYgSVvJs4eQUNIlwZcKNAEGjLlQ/view?usp=drivesdk"
"Frisco - Where Do We Go (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1gneJouNzYJljT0bgwZwBO_IM3p4Z_eyg/view?usp=drivesdk"
"Frisco Ft. Big Narstie - Wos Poppin (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1hbB2izmbLbBlkkRzA_O32wHfAwX_AFNF/view?usp=drivesdk"
"Ftizzle - Ghetto Kyote Remix [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1iPOCLp73nyjsP1FbRI35TwGJ3mKMMzrE/view?usp=drivesdk"
"Frisco - Sometimes (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1v_weUaJemMk1c4vhXVY7FW6Y-4nYYr2z/view?usp=drivesdk"
"Frisco - Same Shit, Different Day (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1wb-nFK1FSnFQnVDmTPU549sRhtnsbSY8/view?usp=drivesdk"
"13. Frisco - In The Zone (S.K.I.T.Z Beatz Presents In The Zone).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ESZ2KXrWBberPe9D4vfagoPWH3BDo431/view?usp=drivesdk"
"Footsie - U Shall Fall [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1FhAhlt9Y7g_HS1QcZftzCs-jUQiNjQXH/view?usp=drivesdk"
"Fresh - Straight Up Realion Ft. Flirta D, Remedy, JME, Shizzle, Spyder B, Lethal Bizzle & More.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Okny24yZyyRay0ZoWLGk_E1ybLWlUDVY/view?usp=drivesdk"
"13. Frisco - What A Cheek (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ThdUxoK1J1ktIR9ZgLOvIE97-pOQ8ckH/view?usp=drivesdk"
"Footsie - Showerman [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Ywq-F1cV4rsqRZ3KuS8rycc7pfwfCYxv/view?usp=drivesdk"
"16. Frisco - Good Girl (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Ztdh-pT3SyKRKmx0PYG7EfcyEOvB12HH/view?usp=drivesdk"
"21. Frisco - Stop Dat (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1cUy-5x3djWLTp9ExKws6seio5KAedWfs/view?usp=drivesdk"
"Frisco - Intro (Still In Da Lab) (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1i8nnJYGDouqAqo2VoqlZkEPF4AWfv280/view?usp=drivesdk"
"Footsie - War Wid [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1k-FQNLqIyT394lwRke-urdoDg5-f752N/view?usp=drivesdk"
"19. Frisco - Roun Ere (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1kCTZGRVB7hlsoH7ik7Urs5_7k2CNy_y8/view?usp=drivesdk"
"Fresh - Mission Riddim 2.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1kH9AVukbhuHTTZrtU9P5mIqigI17bFG1/view?usp=drivesdk"
"Frisco - Freestyle (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1oAU7p9KQGqJf1mEyEN4lfgAORqQyBnxi/view?usp=drivesdk"
"Fresh - Straights Riddim.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1uu_AGE5hoeayuZwMvM636q6H5MvEJWQm/view?usp=drivesdk"
"15. Frisco - Smoking Cigarettes (Back 2 Da Lab Vol II).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1wy3PR_4aAebDV_frclcJLLs_nDLbMhqK/view?usp=drivesdk"
"Flukes - You Got It [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/18vDx2b9pMCpSozLkA3KtXy7__1y0D-Us/view?usp=drivesdk"
"Flukes - Wifey Riddim (Remix) [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1CGxTGxgvAjUaYbX88e98xgOL1RT0Z8Zi/view?usp=drivesdk"
"Flukes - Untitled [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1GEl-0Tf50AWtTYMSRBWbLAedyKvyDv7Y/view?usp=drivesdk"
"Footsie - Scars Remix [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1MSZBX5mVkUpbKW3GdXKL6P_qb6UyKUfG/view?usp=drivesdk"
"Flukes - Wifey Slugs.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1_IURBZ3iIqIZdXqgXlFJSOZAmIqyeFtg/view?usp=drivesdk"
"Flukes - Out Of My Mind [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1anWPF7koozxAnyKr892B9g9MrVxxGMis/view?usp=drivesdk"
"Footsie - Hit It [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1i6hM6rZsylRMVQRI4thG-it_QvsNzzDl/view?usp=drivesdk"
"Flukes - Salt Slugs.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1k2KX6olXMgPb0q1_emIl9fP5LlmORZZC/view?usp=drivesdk"
"Footsie - Big Band [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1m2BSjLzuZjEoHrGSPwrvvASScK6P56l7/view?usp=drivesdk"
"Flukes - Wifey Riddim [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1rB7jQ3DWn1Yh5aVnv6Q042pHaxVSd-BF/view?usp=drivesdk"
"Flukes - Hood Economics [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/16koiW3WBtuI4jwZrRGtQWlrSeWQj6NnW/view?usp=drivesdk"
"Flukes - Love Is Beautiful [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/19Vmz1tOFRta_V-BDcPumh3dx6kjuZv35/view?usp=drivesdk"
"Flukes - Love Riddim [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1CKJPIMSEdAWEtqq2HWSyiQqTFKduy9K0/view?usp=drivesdk"
"Flukes - Mozart Riddim [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1F9vX1wq3_LGiy6y8yRwA9GSEY--oDos4/view?usp=drivesdk"
"Flukes - Brass Man [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Hu_ehHHNs5pK-neKVj5UQXT6QEoiDJHD/view?usp=drivesdk"
"Flukes - La Trava [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1KM3SCKY8-3O-QMALI_6LZcZBCl33hMpq/view?usp=drivesdk"
"Flukes - Crunked Urrp [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Oz0uS0992E7KSkj1yiXq2IKKIWL8bF4H/view?usp=drivesdk"
"Flukes - Everything [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1TBdYTST_0VO6BtwdgZimENe6y9ZjNMLa/view?usp=drivesdk"
"Flukes - Diamond Earings [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1kY4YfxB6AdZqdtoMkz_dBMbHFCRG8bxZ/view?usp=drivesdk"
"Flukes - I Need You [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1os7-PsiA4uNOngTAtOYnnLA3J2bPejJP/view?usp=drivesdk"
"Flukes - Falling Apart Ft. Becky.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1yqRNHel20VtuJ5illj2ZMIdFV_thiQKT/view?usp=drivesdk"
"27. Flowdan - Freestyle (Roll Deep - Creeper Vol. 1).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/10NiGsv3XaP9-uTFHcqCwk7xf0zX-7ANJ/view?usp=drivesdk"
"20. Flowdan - Ur Killin Urself (Creeper Vol. 2).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/10kN76U57AvftKqLRsN6rGC_QHHpYd7i2/view?usp=drivesdk"
"26. Flowdan - Heat Up Freestyle (Roll Deep - Creeper Vol. 1).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/10n5PgooShYxgbg3RbFnwzz0aGIWscRDZ/view?usp=drivesdk"
"Floops - Hollow Head [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/15eeU5NYXf8Ck8e0jApp3_mRWrHyQNj7w/view?usp=drivesdk"
"Floops - Rollin On 20s [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ESrUB0BOzexpVaxWUzM0Jfq4ZAhKeeX5/view?usp=drivesdk"
"Floops - Tropicana [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1HdQ6hCN7cJLDtfiEsr-5bTJPj4iABX0r/view?usp=drivesdk"
"Flukes - Arabian Slugs.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1LxGpOCnk6xVJjOjmkkgc_6i7Sn2v4xhf/view?usp=drivesdk"
"Floops - Spring [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1N-XBJWoJWq0BAgZPFeHa1f6NPRszE7iS/view?usp=drivesdk"
"21. Flowdan - That's Me (Creeper Vol. 2).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1S_Frc-BSuBVTd2SSAISvb3MP4kqp1KGo/view?usp=drivesdk"
"Flowdan - When We Shoot First (Creeper Vol. 2 ).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1h6RYbBYSKsnIgchOhmh5q-4qO7lBCpNj/view?usp=drivesdk"
"Floops - Scared [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1muWL1suINmAhzW9PJDdd8HD6mIz38Kho/view?usp=drivesdk"
"Flowdan - Soundboyz (Aim HIgh Vol. 1).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1qET4HourMMHrx7ltOe05w1UhYko4inCK/view?usp=drivesdk"
"Faith SFX - Oh My [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/10SHTVGnQzi8HNh0CCdrErZ0my9io2S_w/view?usp=drivesdk"
"Flirta D Feat Ribz, Nappa & Shizzle - Pull Up Dat Forward.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/115BOT4zf84WIEsEX5uWRQPvXcMziHFSf/view?usp=drivesdk"
"Filthy Yells ft. Not 4rm Barnet - From Kentish Taaan.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/14JckKYKS5mofVq77PizErGli55yn7r1g/view?usp=drivesdk"
"Flirta D - The Myth.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/14UKn74TMCDj58Uk3mnJzTl3-L013AINr/view?usp=drivesdk"
"Fire Camp - I Wanna Hear You Say (Fire Fire).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1FnTqH6kXTOC3uABz3Iyny3WcuWqZbquU/view?usp=drivesdk"
"Flirta D - I Don't Par Wid Ur Mum.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1V5ATRStpXYO24wZDwrF9OTAZgWnnLS3K/view?usp=drivesdk"
"FEMC's - Practice Hours 2 Freestyle.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1XiXY-U_c--rxqqOtEsOdDs6uwGYxGtzb/view?usp=drivesdk"
"Flirta D - Pied Piper (Clip).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1aFPRjUYhP7CTm7FwFagw637oQ-1ldTeo/view?usp=drivesdk"
"Faith SFX Ft. Skepta - Freestyle.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1g-DCIyTOTk82Kl7WVPLUCOkDJ0oiyoC2/view?usp=drivesdk"
"Fire Camp - Forward 2.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1g_2bPDNBshn2EKh4Wxg3iNUQqBXHBcXN/view?usp=drivesdk"
"Faith SFX Ft. Klashnekoff, Skriblah & Kyza  - Freestyle.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1k8bxqi4HbW55XhNFlDqfVLXrexEWqSxf/view?usp=drivesdk"
"Flirta D, Van Damage & Ribz - Forward Riddim.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ox8jjE9EOP6tEafuoHUjEa7RRu68vCMg/view?usp=drivesdk"
"Flirta D, DirtyDapz, Skata & Dotstar - Never Disrespect You [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1rdsUrx0o9qRItokr7M_HZ9BAbYs2ar--/view?usp=drivesdk"
"Flirta D - Foolish.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1ssa0yiPFdeyNRv3UdHTaewgG9TGuMZMS/view?usp=drivesdk"
"Faction G - Like How (Trim - Soulfood Vol. 2).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/12r8m0Yusa_2jCVh1pLqcYHcD8s-ckY98/view?usp=drivesdk"
"F1 Kids - No More [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/12yVr1KqjIk0lLKADzQhK4ZrsEgAD7ifK/view?usp=drivesdk"
"Essentials - Slow Jams.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Ca7kv6zxwtvZE7q9Ib6SyvshuGfx9WCW/view?usp=drivesdk"
"Face - New Era [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1Ev4561rhz3pgRyDLB7ZhwM9xYCcOFIT_/view?usp=drivesdk"
"Essentials Ft. Snipekeedo - So Much Better.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1PHKYh4TAX_8hOpKgBqmq2zEiBpiTz2qy/view?usp=drivesdk"
"F1 Kids - Muffled [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1RpkvEl1_3QMLZ_7lC8eAqxEs7YpxPWRv/view?usp=drivesdk"
"Essentials - State Your Name Remix Ft Kano, Crazy Titch, Shizzle, Stormin, Bonzley, D Double E.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1TxCv6sF2rxOsA90NLzOb0mpNvFfvEKBK/view?usp=drivesdk"
"Essentials - So Much Better (Davinche Remix) [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1hXXsVohTUpsGC8xq0vS6aG89QwAPTc0f/view?usp=drivesdk"
"F Tizzle - Kyote [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1o-lUdts6r5bJCWRr-QRaf0m_gxMlWfHR/view?usp=drivesdk"
"Endless - Gann Dee.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1OSAyNKRECsF5239S_hidwewXARlKjRNf/view?usp=drivesdk"
"Endless, STV, Titan, Screwface, Mucky Breh & Raider Kid - Ghetto Kyote Remix 2006.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1k0JsmLrFcvu76lbplH5Xso2Y-lBTy7G4/view?usp=drivesdk"
"Esco - We Ride, We Grind (S.K.I.T.Z Beatz Presents In The Zone).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1rwlmgMhqAyVk10ZDyfy1U2b3a3fUpIas/view?usp=drivesdk"
"Eroko Jr - Ketamine [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1A8OOOFgjXSft4orCzKeYGoVpMZVxtqCT/view?usp=drivesdk"
"Endless & Screwface - Make Doe.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1BEQwGVQ52gGYR5r4SwYMeJGd9y18kGW_/view?usp=drivesdk"
"Escobar - Cake.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1FXXh_v_Ntp4i6pg_rnZJMxEBHNVA0szz/view?usp=drivesdk"
"Essentials - Jenny (Radio Rip).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1PCVGvS4k9z4XOYti75UqCCY9F5ni_ybr/view?usp=drivesdk"
"Escobar - 96 Bars Of Revenge.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1eLnMGaomjdz_KVwf3sG4tIUdiKX-r1d3/view?usp=drivesdk"
"Essence Crew - Loki Freestyle.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1j4PrO4vBcWIQpH-Pnmf_iFji52rd7AY-/view?usp=drivesdk"
"Endless & Screwface Ft. Sim Boss - Essence Sound.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1tK_HY2qysyF1x_Ogl6dt1dNK5PiiATj6/view?usp=drivesdk"
"Essentials - Headquarters [Instrumental].mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1wB6hZYQra-t8co5vNrVT4y9irdyT4SNm/view?usp=drivesdk"
"Ego Thieves Guest Mix 002 - DJ Gouloumz (2009).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/13jBR8JJeiOeoeZEn73lqo0BKliLhqS2I/view?usp=drivesdk"
"Ears - Neckle Vol. 2 Ft. Jammer, Angry & Knucklez (Breath of Fresh Ears).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1KIlqSZbEFSCHN3N-HXBANwVg4d_hEB3b/view?usp=drivesdk"
"Ears - Our Town (Breath of Fresh Ears).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1RuH9ZqzvjoeBW-ins4gXuDj6yRN50gKG/view?usp=drivesdk"
"Ears - Neckle Allstars Ft. Jammer, Angry, Knucklez, Hoodlem & Flamin (Breath of Fresh Ears).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1TCspCthN0jOpoEgiUi59yY2fXDSdQSWN/view?usp=drivesdk"
"Endless - Bars.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1W4iksjPXmQZu71tcngxcdEJ4y0GSh_kX/view?usp=drivesdk"
"Ears - Oh My Days Ft. Aleisha (Breath of Fresh Ears).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1WVeaxxc5EEuNi09qXbH4Zwse-nclb08D/view?usp=drivesdk"
"Elijah & Skilliam - Butterz Volume 2 Mix.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1aFgcRIQLWNRXAWalEqcEAFupc4gNHUXz/view?usp=drivesdk"
"Endless - Dreams.mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1c5MzckYa0NOz5n3IMS3K8Xv6xl_3QHyI/view?usp=drivesdk"
"Ears - Get Money (Breath of Fresh Ears).mp3","TheGrimeLibrarian Channel","Audio","https://drive.google.com/file/d/1d85nS7TP_9SwtKPe90zPLWdJpBR_4Nfx/view?usp=drivesdk"
